dynasty,period,book_name,author,full_book_info,variant,count,total_chars,frequency_per_10k,file_count,recalc_freq_per_10k
元,元代,五經說,元,五經說 (元),輩,2,55635,0.2865329512893983,8,0.3594859351127887
元,元代,五經說,元,五經說 (元),門,9,55635,1.5753346509328987,8,1.617686708007549
元,元代,伊濱集,元,伊濱集 (元),們,0,111161,0.0,25,0.0
元,元代,伊濱集,元,伊濱集 (元),偉,13,111161,1.0476326762726893,25,1.1694749057673104
元,元代,伊濱集,元,伊濱集 (元),弭,1,111161,0.058806233460746836,25,0.08995960813594696
元,元代,伊濱集,元,伊濱集 (元),彌,2,111161,0.12585283084592955,25,0.17991921627189392
元,元代,伊濱集,元,伊濱集 (元),懣,0,111161,0.0,25,0.0
元,元代,伊濱集,元,伊濱集 (元),每,5,111161,0.3848158152127493,25,0.44979804067973483
元,元代,伊濱集,元,伊濱集 (元),滿,14,111161,1.2249494906301204,25,1.2594345139032574
元,元代,伊濱集,元,伊濱集 (元),瞞,1,111161,0.07561436672967864,25,0.08995960813594696
元,元代,伊濱集,元,伊濱集 (元),輩,7,111161,0.6336644271033235,25,0.6297172569516287
元,元代,伊濱集,元,伊濱集 (元),門,41,111161,3.710772402260165,25,3.6883439335738255
元,元代,佛祖歷代通載,念常,佛祖歷代通載 (念常),們,0,416121,0.0,22,0.0
元,元代,佛祖歷代通載,念常,佛祖歷代通載 (念常),偉,10,416121,0.22111019736529433,22,0.24031471615227304
